DATE,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24
3/12/2016,105.269,146.846,215.261,273.974,341.773,450.934,564.261,613.162,515.08,386.666,273.195,190.159,151.803,141.756,108.664,74.723,33.862,41.51,79.307,131.793,170.248,169.605,143.33,153.296
12/28/2014,554.94,568.831,594.838,603.068,570.297,476.193,431.44,510.959,465.914,466.936,383.665,294.234,262.045,248.892,241.414,218.131,161.294,151.842,181.322,208.976,226.826,210.311,166.972,153.974
7/24/2016,44.178,42.294,39.288,34.902,23.324,11.331,1.157,0.727,5.109,0.268,-3.302,3.402,12.636,11.11,16.049,48.699,79.088,139.848,285.971,150.75,139.576,175.806,153.01,154.815
9/26/2014,92.678,114.924,108.204,101.943,108.143,121.687,163.617,201.943,173.314,135.104,95.227,84.911,70.631,53.42,55.795,67.374,68.588,71.934,79.308,122.821,138.388,149.732,163.589,155.231
7/20/2014,250.154,214.577,204.124,159.333,87.638,73.458,68.759,80.88,67.334,60.264,76.355,70.29,53.217,29.756,38.062,55.755,75.447,77.813,66.501,107.804,136.162,166.924,178.459,156.415
5/28/2014,515.676,460.422,394.273,430.267,447.588,451.038,450.069,386.602,362.414,261.362,214.078,196.223,192.144,190.126,175.69,145.465,108.826,100.015,126.074,131.945,159.208,137.68,154.154,156.598
9/25/2016,156.68,160.085,168.459,151.419,147.748,152.5,149.312,145.064,110.782,46.399,24.366,12.782,6.577,3.306,2.187,0.107,0.077,0.361,6.704,35.823,72.584,100.187,128.134,156.662
2/21/2016,719.266,697.99,610.986,420.875,306.58,290.09,142.22,79.848,49.325,50.815,59.873,82.411,72.813,53.303,48.489,65.234,113.591,248.174,315.91,338.122,289.167,229.497,195.828,158.923
12/29/2015,415.175,385.088,407.305,440.407,447.541,438.098,427.794,419.901,469.346,460.099,511.365,487.65,497.744,499.408,589.257,555.356,538.894,503.557,451.214,386.683,335.059,267.655,190.278,159.515
8/12/2015,273.747,258.898,274.873,242.83,246.659,268.707,305.479,283.837,270.428,255.794,237.596,227.771,197.548,190.546,193.664,243.996,284.681,225.915,232.791,199.745,189.332,236.178,198.204,159.785
10/2/2013,562.129,591.945,596.023,635.264,597.552,572.275,569.706,557.561,476.08,331.448,286.67,253.746,272.829,282.571,285.697,254.978,222.207,171.082,138.691,187.468,208.47,206.068,177.81,160.517
3/3/2016,301.597,263.242,235.996,247.717,251.09,247.674,215.604,139.445,106.083,49.746,13.82,2.566,-2.004,-2.98,-3.532,5.939,19.905,45.117,79.264,163.324,185.694,167.31,173.607,160.646
7/24/2014,200.09,189.013,207.789,156.727,149.244,164.265,159.13,140.466,112.942,128.222,183.84,178.711,171.704,180.663,162.379,155.311,133.196,143.949,166.687,148.117,137.053,153.401,145.563,160.824
8/17/2013,93.239,108.456,85.198,45.658,19.479,16.322,11.499,31.155,21.798,42.207,110.635,175.451,149.416,113.518,94.909,66.474,48.504,38.645,26.567,29.427,53.911,99.557,149.195,161.026
8/31/2013,364.571,348.286,326.003,342.037,302.727,284.355,299.782,271.358,201.649,153.356,139.016,137.112,142.203,109.072,135.488,156.318,141.619,109.731,112.869,84.586,146.767,187.425,198.591,161.432
4/2/2014,582.475,496.052,480.332,499.456,409.833,377.607,351.679,314.34,218.21,169.876,174.245,155.034,104.725,92.055,111.938,91.458,91.742,80.018,55.763,30.777,44.362,97.566,127.141,161.809
9/10/2015,87.842,107.869,79.265,79.098,92.785,125.021,208.262,237.633,219.945,183.196,168.778,159.85,133.822,125.3,121.188,122.107,123.087,125.896,144.351,182.263,184.311,170.162,153.863,161.851
9/29/2013,346.341,368.167,334.874,326.556,331.753,295.537,240.688,230.401,176.525,84.331,81.576,106.084,68.456,35.323,26.451,41.896,42.31,40.53,86.894,150.999,155.329,139.778,144.443,161.901
1/22/2015,101.908,123.861,146.811,137.037,164.748,206.337,208.142,192.305,199.442,236.593,250.444,229.788,217.88,195.703,208.617,201.255,225.821,248.163,328.497,337.714,243.35,237.362,198.682,162.579
8/7/2014,108.428,97.189,87.682,93.82,107.824,156.475,171.581,182.541,133.894,81.162,86.1,138.003,124.565,153.349,194.969,234.721,258.15,229.485,188.556,177.063,177.628,163.797,152.623,162.86
7/5/2014,446.175,415.354,418.535,333.114,64.4,15.871,12.422,130.261,193.482,188.187,176.908,175.439,131.424,99.031,88.297,93.853,79.18,60.552,60.651,60.802,108.693,142.312,167.037,162.878
7/6/2015,141.836,116.147,100.712,122.046,162.647,174.029,163.679,145.007,118.169,123.527,123.108,134.241,83.312,71.873,74.773,58.487,57.586,95.991,134.358,174.377,151.3,137.306,149.367,163.035
3/3/2014,530.932,569.562,607.282,665.238,675.106,661.7,537.775,362.763,265.64,274.943,299.044,286.609,257.097,266.094,319.188,338.887,344.585,357.704,410.47,448.925,406.146,271.043,183.693,164.079
6/6/2015,129.427,152.318,133.145,154.371,201.791,272.01,281.305,252.894,297.137,320.216,315.309,306.481,271.944,218.887,200.812,176.693,168.897,143.016,80.102,62.395,91.65,151.433,157.496,164.662
8/30/2015,93.868,114.951,163.04,187.239,191.834,201.029,212.626,226.56,166.72,53.531,20.671,29.915,39.148,48.213,56.285,44.436,57.35,47.324,51.591,76.01,99.639,105.694,126.832,164.676
9/21/2013,479.011,455.533,452.09,455.94,433.392,434.824,486.474,527.085,520.848,516.23,481.605,487.555,566.629,586.85,569.285,538.127,383.654,258.686,213.383,153.901,156.487,113.495,95.995,164.681
8/9/2014,157.145,145.305,125.42,98.616,70.931,58.599,75.102,91.566,88.746,76.809,61.847,49.791,54.87,54.513,39.686,17.023,6.118,12.641,27.441,68.658,133.503,180.477,194.764,165.24
5/26/2016,161.336,134.143,94.832,49.382,16.064,27.805,28.141,27.197,20.437,17.42,36.369,64.145,121.209,144.905,133.733,125.551,106.936,97.095,73.101,95.457,115.095,139.594,170.863,165.336
8/8/2014,147.847,104.68,73.332,61.364,54.25,41.631,49.299,49.436,29.226,14.12,22.705,40.674,34.372,23.449,11.043,6.245,1.904,11.402,33.33,76.012,119.651,155.112,170.841,165.785
5/28/2015,311.563,386.507,461.821,432.201,489.863,394.314,361.375,278.73,203.027,194.872,163.196,110.353,117.507,143.504,148.591,155.73,152.283,132.559,111.203,59.252,76.054,142.408,173.866,167.438
3/10/2015,115.514,62.435,28.093,53.782,126.847,167.977,214.672,325.874,398.476,405.574,425.551,387.95,377.747,361.241,337.14,317.93,271.591,270.653,262.117,225.095,197.436,211.915,193.468,167.729
7/29/2013,79.359,66.177,71.513,89.396,125.869,161.521,192.114,158.959,99.068,71.63,97.28,119.213,125.401,118.097,136.879,143.432,155.237,173.047,167.665,130.706,110.528,157.832,173.186,167.911
5/25/2016,303.562,335.428,397.072,383.464,378.574,392.647,410.518,344.745,217.614,119.558,112.174,89.482,81.802,98.764,108.603,109.415,80.876,52.636,35.499,33.656,74.255,120.067,147.915,168.157
2/16/2015,648.867,598.644,555.673,508.133,493.235,447.939,421.938,407.917,360.246,292.318,217.553,114.902,77.602,63.425,57.653,53.094,75.556,120.11,146.068,150.621,137.604,156.586,180.281,168.593
12/1/2013,278.271,259.676,258.428,245.154,244.406,231.516,220.621,206.296,189.629,148.222,123.376,88.358,85.483,91.888,108.782,107.238,116.806,131.572,124.515,100.932,91.056,101.236,163.477,168.808
12/13/2013,774.873,766.302,751.006,763.951,751.259,733.125,717.457,691.318,655.02,647.742,550.28,472.286,394.801,393.652,389.192,352.312,282.193,237.36,217.874,171.426,143.691,160.249,196.023,169.018
9/23/2016,248.094,273.684,264.761,242.937,191.811,210.45,219.613,196.663,192.263,161.699,82.745,59.799,78.521,80.755,78.799,83.369,81.946,70.438,72.824,118.617,171.666,194.861,190.991,169.078
4/29/2015,276.146,316.394,295.762,262.571,266.599,251.587,221.986,187.114,103.823,38.723,27.862,106.623,123.899,113.085,101.476,96.231,96.88,91.624,84.131,70.672,79.392,120.802,150.876,170.199
5/28/2016,254.315,216.852,207.125,181.405,149.527,115.378,97.364,48.201,7.427,-4.518,-4.835,-4.28,1.36,7.521,11.048,11.678,24.834,50.619,59.952,78.773,126.123,159.325,167.487,170.385
5/2/2014,347.684,345.886,340.832,346.802,274.45,276.401,292.856,303.286,439.265,499.951,512.832,493.769,452.417,400.402,338.324,341.032,324.798,279.304,230.982,182.732,149.885,142.493,172.8,171.641
10/4/2013,184.658,170.845,170.199,200.581,202.574,240.15,223.404,200.949,139.452,99.945,70.175,53.069,28.749,47.965,60.769,83.698,84.001,93.2,121.27,143.098,129.813,133.879,146.227,172.354
12/31/2015,319.356,379.877,379.628,389.556,378.267,353.395,324.601,368.004,351.13,279.477,233.002,195.415,232.87,260.84,269.83,221.973,198.426,189.022,168.451,180.473,186.919,173.653,168.931,172.48
11/25/2014,781.751,750.934,759.385,788.7,782.76,758.622,685.241,632.131,677.6,670.4,645.105,685.793,630.842,605.719,483.147,342.979,267.483,253.43,311.82,328.083,330.446,261.968,191.52,172.585
5/6/2016,157.459,147.853,160.92,207.72,237.171,274.491,318.832,285.783,317.765,373.734,459.225,508.654,500.095,473.46,366.318,338.518,309.297,368.692,391.184,333.468,274.556,273.326,210.247,172.634
10/6/2015,13.04,12.063,13.004,9.355,11.069,4.196,9.086,14.27,27.299,21.861,22.983,30.544,40.347,55.699,76.671,82.362,111.476,118.351,100.809,90.326,95.532,117.869,128.098,172.921
7/31/2013,14.003,12.494,7.889,1.981,-0.91,-2.539,-1.406,-2.862,-3.541,-3.509,-4.037,0.821,5.435,5.267,13.128,16.954,25.922,43.306,46.114,39.053,58.57,108.232,133.853,173.138
8/28/2016,310.266,351.884,351.864,329.043,367.779,394.423,312.313,326.995,229.871,147.777,117.057,110.674,96.853,77.528,79.534,90.615,100.745,140.881,219.221,208.739,290.068,305.596,266.209,173.281
9/18/2016,493.591,397.912,361.535,347.938,350.285,297.911,236.133,168.309,126.833,69.156,43.465,33.963,35.029,40.945,44.204,56.283,65.563,69.929,52.951,96.838,89.289,119.407,113.583,173.436
6/10/2014,17.365,12.934,15.477,8.467,15.519,4.707,4.132,-4.575,-3.484,0.573,-1.747,-3.607,-3.902,-4.591,-2.369,-1.09,0.647,2.265,8.477,21.969,28.643,48.892,104.356,174.549
5/5/2016,17.683,20.352,14.88,9.747,18.087,21.712,32.935,50.073,64.709,80.246,96.753,127.546,131.511,131.658,146.023,209.431,222.075,221.645,254.131,277.229,315.678,274.931,228.607,174.57
10/7/2016,242.111,261.674,337.171,290.348,247.354,227.904,190.707,166.906,185.099,170.277,135.811,177.706,204.388,198.745,180.663,188.318,171.428,182.475,233.151,288.325,318.723,297.502,226.587,174.706
6/14/2014,307.94,350.171,384.165,336.08,301.353,297.735,308.234,343.513,333.19,330.615,328.668,304.564,408.291,480.509,508.523,560.353,539.114,427.674,318.059,263.794,216.854,211.944,200.231,174.999
5/1/2016,672.509,586.844,593.577,569.669,639.729,663.927,623.549,612.395,594.972,532.864,464.881,376.171,338.26,289.881,276.353,267.215,228.76,222.371,229.981,230.124,136.603,119.436,134.629,175.271
4/13/2016,189.583,155.757,138.242,183.625,220.612,285.633,241.38,172.311,127.837,83.177,27.745,10.037,3.941,7.244,4.538,2.793,1.425,11.641,15.691,36.199,78.377,135.321,176.075,175.304
9/6/2016,461.85,443.33,377.64,434.071,457.765,414.673,431.582,439.299,324.178,218.414,174.282,213.144,204.561,245.297,311.738,343.312,354.994,283.651,208.127,179.132,200.33,201.133,186.017,175.81
7/15/2014,98.472,136.51,154.176,167.838,144.675,205.53,198.845,196.669,173.535,154.124,163.717,111.997,105.529,141.75,141.252,121.141,151.35,192.249,134.653,126.686,152.796,144.275,130.783,176.507
10/25/2016,823.659,801.588,738.815,656.995,608.598,637.753,608.947,611.865,603.475,626.371,684.642,702.785,690.911,682.803,655.107,606.783,584.404,509.652,400.01,325.195,271.182,258.537,219.513,176.745
1/3/2014,514.399,607.591,677.891,723.154,707.455,751.812,779.321,746.252,769.829,771.975,734.913,710.224,686.218,629.301,552.664,452.945,348.671,360.163,371.582,229.156,121.313,132.207,161.555,176.758
6/29/2016,115.564,114.959,113.887,138.471,137.288,168.455,234.302,166.296,108.885,63.868,73.155,85.836,91.607,123.344,130.307,153.47,143.351,161.006,151.17,138.506,172.655,193.49,190.633,177.061
10/14/2015,470.444,402.36,387.677,416.653,483.221,519.095,509.277,507.847,461.647,394.893,421.38,380.823,348.922,378.606,402.736,412.787,330.184,313.713,249.522,224.93,217.495,153.099,157.657,177.589
1/5/2015,863.816,908.434,919.716,937.781,925.838,905.839,904.875,914.699,892.38,876.602,884.347,872.578,887.806,881.366,851.828,820.466,792.828,791.749,730.789,636.457,476.181,314.427,253.224,177.621
2/26/2014,436.657,374.036,472.949,491.002,484.95,484.619,511.561,551.885,566.18,551.913,575.298,627.801,584.487,476.475,455.941,384.741,257.56,185.402,113.706,109.31,97.808,74.594,111.367,177.917
1/27/2016,512.365,567.29,569.511,564.64,555.344,549.739,528.858,563.258,650.145,622.797,575.929,534.432,386.684,319.292,287.666,208.628,116.914,55.911,33.052,54.64,68.192,93.933,113.14,178.051
9/24/2013,203.99,191.24,201.804,170.979,184.25,176.52,190.926,177.96,171.688,151.75,128.968,104.201,66.904,44.112,54.836,65.516,78.045,76.069,83.579,119.914,177.518,205.985,219.471,178.137
11/15/2014,414.836,466.894,447.164,410.013,343.779,315.205,270.216,246.935,161.029,101.605,89.479,94.743,89.25,69.066,53.373,47.445,22.293,13.32,20.661,30.974,40.276,102.691,148.811,178.184
6/2/2016,514.666,470.01,455.62,434.2,443.529,419.178,398.012,349.16,288.374,232.101,205.648,196.697,182.737,156.832,120.746,100.959,122.221,180.861,145.605,184.821,223.834,214.861,241.988,178.971
2/16/2016,141.375,140.066,114.658,237.542,291.237,292.252,294.358,327.217,265.991,261.103,341.618,467.893,566.419,622.103,603.345,611.275,543.054,457.111,421.607,441.861,430.477,461.774,352.462,179.374
8/27/2013,673.029,685.459,585.361,544.173,500.924,385.368,299.817,276.596,230.223,218.825,167.344,99.01,77.908,92.489,106.653,52.307,60.351,92.027,125.659,198.223,217.681,225.168,215.915,179.767
8/3/2013,556.675,575.769,670.493,650.535,632.289,589.323,497.11,387.816,345.938,277.659,194.739,158.433,133.879,130.39,149.129,127.953,125.154,128.595,109.299,111.66,132.667,151.33,156.734,181.296
6/28/2016,180.301,176.947,125.495,97.652,118.187,117.215,122.887,112.381,91.969,70.907,39.87,39.975,81.559,161.411,264.166,326.828,334.471,359.421,243.007,249.683,165.139,148.6,163.189,181.703
5/9/2016,351.01,407.221,476.631,494.617,463.46,376.002,241.899,142.933,76.937,83.275,65.972,118.472,182.325,188.224,171.79,152.207,160.274,212.455,195.69,168.813,200.615,217.286,189.707,181.775
6/18/2016,112.975,130.195,141.977,117.147,119.063,106.677,65.531,30.315,8.105,-0.956,-0.932,-1.927,0.951,9.136,22.947,24.022,16.829,10.255,4.922,20.279,71.482,122.757,155.736,182.63
4/19/2014,137.864,173.997,194.444,211.984,225.472,263.602,226.474,176.86,118.449,141.703,181.591,209.42,229.508,236.308,224.176,244.553,212.378,183.222,124.951,108.802,127.072,148.516,164.926,182.829
8/21/2014,274.398,291.576,267.944,274.736,243.273,185.35,156.945,101.934,48.284,25.626,10.971,19.315,47.719,91.449,110.019,160.39,209.108,181.934,198.671,209.634,260.667,197.615,172.991,184.184
5/16/2014,678.95,678.94,727.817,658.773,585.185,657.917,622.154,587.542,530.762,384.318,241.363,177.249,186.291,178.546,168.644,153.022,149.824,160.52,165.58,168.757,143.031,138.432,164.206,184.91
7/16/2014,252.683,320.639,285.556,221.773,160.797,134.665,123.742,77.575,40.955,27.555,64.895,85.391,103.562,103.486,104.405,98.691,99.88,115.216,128.951,123.942,152.097,169.768,187.62,186.273
5/18/2015,142.772,188.151,223.521,193.12,207.048,213.961,206.957,158.299,118.913,81.857,33.113,39.436,42.985,76.821,101.761,156.584,191.203,225.232,225.284,259.845,356.658,328.792,239.481,186.6
8/1/2015,388.019,404.408,440.437,408.475,360.077,310.326,252.118,177.471,100.709,94.704,91.512,125.125,124.296,118.886,135.083,136.356,160.378,155.732,143.116,117.961,118.618,118.578,139.872,186.851
9/1/2013,169.678,197.298,166,121.755,77.903,76.622,78.144,56.146,22.584,6.543,4.623,18.324,2.221,10.493,25.537,26.615,14.705,13.144,12.286,32.173,46.563,78.201,124.767,187.704
10/3/2013,153.832,132.512,97.899,77.939,66.231,41.303,29.382,11.626,5.792,3.511,-1.017,-0.755,2.101,4.555,8.036,10.202,23.172,25.665,45.095,78.85,110.45,120.439,148.101,187.835
9/29/2015,269.014,275.27,259.801,244.975,216.414,203.734,169.044,154.763,181.851,181.054,170.216,211.609,190.249,169.753,209.131,230.296,265.948,266.907,296.821,309.254,278.4,218.689,216.438,188.109
2/8/2016,137.03,152.524,112.3,78.641,60.558,39.584,97.004,187.832,247.191,307.028,330.205,303.229,226.557,198.475,207.419,198.209,150.992,93.98,100.53,158.39,183.244,176.528,181.493,188.15
6/29/2015,764.708,629.622,559.671,556.683,484.514,397.847,306.157,199.397,128.337,137.586,141.006,137.662,118.895,83.502,63.234,49.244,41.387,45.835,42.057,55.067,113.423,174.567,207.908,189.863
8/3/2015,575.44,541.821,559.599,541.72,521.269,614.542,623.338,368.908,298.144,241.414,205.291,177.032,183.37,198.222,230.773,211.399,174.617,192.408,196.512,157.021,194.711,244.446,254.468,189.918
9/15/2013,57.983,34.798,33.66,23.854,22.449,43.975,59.622,74.34,60.948,27.38,9.98,8.364,20.922,30.517,38.154,68.037,79.819,54.66,54.452,95.033,141.644,188.376,223.474,190.026
11/3/2013,529.93,1035.343,468.538,450.538,458.575,511.834,506.195,536.896,473.244,397.941,306.998,301.312,323.021,386.702,442.528,494.42,418.421,334.15,359.516,339.081,312.526,215.827,178.496,191.267
8/15/2014,286.097,254.018,229.738,304.634,373.451,457.974,480.038,494.937,356.74,326.298,362.595,367.251,282.525,221.725,203.979,182.98,173.479,133.619,105.311,96.56,142.098,176.479,191.362,191.543
5/14/2015,268.302,263.675,304.183,273.154,188.834,139.888,111.202,89.892,66.779,74.122,51.729,26.504,10.306,5.562,4.467,7.009,10.448,5.785,6.079,19.352,72.342,113.541,157.647,191.613
8/12/2016,194.134,240.203,224.277,276.675,310.944,326.865,322.318,302.027,303.076,281.953,209.694,204.152,188.18,186.965,181.422,179.406,180.546,186.08,155.068,119.722,143.168,166.36,204.136,191.638
8/15/2016,92.907,98.271,118.024,119.309,121.917,116.966,102.546,62.868,30.658,5.883,-0.843,6.237,7.361,3.406,30.902,69.064,10.818,5.236,7.548,20.764,65.77,87.85,142.713,191.735
8/18/2015,43.079,67.964,91.032,70.43,66.67,110.647,158.41,104.487,49.98,13.607,4.237,17.247,68.356,122.627,133.804,167.384,190.461,172.369,159.577,134.595,124.214,145.908,184.248,192.255
2/4/2016,481.009,480.578,518.246,566.593,646.735,537.431,514.491,603.309,711.923,618.464,526.921,529.206,440.081,388.282,340.407,249.149,164.108,119.476,91.949,123.708,135.303,144.966,145.06,192.807
1/23/2015,199.582,205.99,164.64,144.52,139.836,145.452,103.27,47.212,18.861,10.645,2.74,4.231,12.05,14.083,47.98,87.696,142.176,207.281,229.66,226.363,199.306,173.325,201.949,193.066
9/13/2016,337.639,360.045,359.504,345.597,344.675,350.824,375.795,345.12,244.738,179.649,144.562,125.933,101.361,117.794,120.595,132.355,111.719,89.598,91.371,120.167,171.759,200.269,190.218,193.828
8/19/2014,85.056,95.737,92.117,100.344,83.564,101.538,81.419,97.295,70.448,63.292,62.517,48.234,53.428,50.922,39.571,45.798,47.591,53.235,74.842,86.34,111.678,135.984,171.826,194.383
1/28/2014,647.578,706.54,644.591,586.792,516.242,383.758,293.608,321.712,329.422,192.773,140.875,109.531,108.518,95.166,14.144,2.191,5.116,10.231,15.866,42.718,64.36,86.951,138.786,194.529
12/22/2015,417.258,391.76,418.062,394.832,458.519,562.592,505.526,494.956,554.867,546.171,586.606,659.985,656.84,565.568,468.018,358.766,274.874,221.221,156.67,120.988,152.105,184.193,191.911,194.785
8/22/2013,179.049,248.772,274.066,257.567,252.706,277.538,263.159,240.06,211.14,176.007,130.881,58.906,49.148,117.329,146.623,195.461,334.855,333.536,282.699,362.371,370.16,302.587,243.626,194.839
11/23/2015,400.298,419.203,463.349,429.541,438.676,427.963,388.003,324.286,311.165,243.499,269.136,244.008,205.31,181.217,170.31,143.762,96.905,49,52.104,90.963,57.32,108.893,157.503,196.571
10/28/2016,707.533,760.77,740.723,695.518,668.584,695.676,638.425,671.903,783.897,715.467,676.424,587.552,597.141,562.478,474.74,478.748,387.614,308.115,285.541,266.594,229.429,218.86,197.028,196.601
7/12/2014,128.225,151.443,150.496,148.164,144.608,148.061,146.561,117.029,67.782,48.538,51.295,81.101,88.452,92.107,93.181,104.8,144.169,123.079,98.397,74.568,87.083,117.482,155.402,198.578
7/21/2014,159.839,180.822,178.78,153.175,129.422,128.983,118.198,116.399,106.069,69.91,49.548,23.988,17.441,18.232,29.497,37.452,58.072,67.735,81.78,102.421,148.625,185.025,209.192,199.403
6/24/2016,73.824,93.52,96.409,90.209,96.847,110.815,124.443,124.825,87.701,76.977,58.722,43.296,20.57,23.055,24.146,15.901,13.68,22.963,37.723,36.818,60.287,109.645,153.53,199.622
10/19/2016,607.59,539.384,491.863,452.141,313.464,246.056,174.059,130.883,105.452,75.972,58.044,53.579,70.03,84.818,93.333,87.441,72.264,60.481,84.917,134.338,104.858,85.528,147.521,200.3
9/21/2015,330.207,283.408,280.766,267.98,269.334,260.736,262.072,311.793,306.794,258.527,235.89,175.578,100.755,64.732,33.034,33.438,52.065,72.191,106.326,122.913,183.282,213.671,216.725,200.475
1/19/2015,707.929,663.571,614.067,685.734,683.954,648.795,652.491,657.39,581.195,614.462,647.941,649.751,604.267,577.086,586.841,596.177,581.416,517.341,473.377,450.24,334.393,240.486,194.223,200.484
8/24/2015,137.245,177.578,216.405,241.688,281.228,296.607,287.027,273.297,180.812,110.446,66.418,50.592,97.763,124.59,137.686,170.369,154.046,139.674,114.975,111.775,123.226,142.288,174.253,200.906
8/26/2014,248.868,249.311,265.678,214.412,209.891,202.515,171.152,105.275,64.034,25.215,23.352,43.205,73.341,60.41,45.59,44.921,44.073,42.072,45.968,77.267,121.603,148.792,185.703,201.298
9/7/2015,265.862,220.743,219.946,209.791,218.645,222.478,247.238,233.532,164.014,79.971,32.971,19.022,20.782,13.293,12.955,23.147,30.318,37.28,53.595,93.444,149.996,166.503,191.741,201.332
4/17/2016,94.243,61.377,36.507,11.879,3.764,-0.789,-2.523,-1.801,-1.987,-1.783,1.196,7.805,10.83,13.001,19.092,29.153,37.802,50.705,49.232,60.879,116.825,153.753,194.332,201.873
10/6/2016,292.702,301.485,232.183,180.189,108.758,74.929,72.243,72.673,56.347,20.575,15.987,21.081,16.741,14.837,17.394,26.552,44.86,71.875,87.402,98.101,83.323,85.234,130.826,201.981
1/1/2014,610.379,626.37,526.265,364.979,296.847,246.055,189.139,136.125,111.644,86.407,68.073,56.703,81.124,73.523,47.368,12.472,0.747,10.862,43.421,83.815,100.154,167.438,201.701,202.156
8/1/2014,81.095,81.465,75.662,63.784,62.26,61.616,58.268,32.4,11.505,-0.737,4.931,12.39,37.911,59.646,88.22,106.149,145.241,165.673,201.406,229.588,180.152,201.143,216.236,202.282
5/21/2014,51.074,63.46,79.851,119.27,166.393,151.833,136.261,154.736,197.553,215.195,128.248,101.963,77.679,53.907,54.406,42.619,65.315,70.838,90.681,128.23,241.606,247.005,210.071,203.357
9/5/2015,306.872,333.734,290.196,235.14,229.237,156.608,113.416,98.988,89.222,54.517,24.917,16.07,16.484,8.745,19.538,25.763,37.499,69.584,52.979,60.485,101.621,122.678,153.762,203.756
6/25/2014,365.46,366.613,287.838,191.137,200.916,193.204,185.832,155.816,114.91,87.378,75.536,72.37,72.114,124.19,226.19,224.139,252.131,238.736,246.262,221.114,171.256,184.479,195.245,203.93
5/7/2015,102.185,68.977,73.226,123.993,116.19,75.704,63.95,26.329,5.069,0.441,13.451,15.477,17.532,30.352,28.922,30.533,27.451,25.759,35.065,50.754,85.065,131.743,174.45,204.122
1/18/2014,554.666,511.679,433.457,451.185,503.389,592.988,643.193,634.3,654.649,659.803,698.69,671.073,653.638,579.286,484.748,462.595,477.567,432.606,449.562,338.897,292.026,329.113,289.359,204.21
9/23/2013,322.351,273.032,209.397,187.667,159.311,155.862,162.894,150.346,173.007,162.513,162.248,157.703,156.926,172.431,186.299,192.06,193.853,192.028,194.147,209.048,216.269,237.301,197.933,205.345
10/8/2013,773.592,728.006,605.671,499.545,340.124,185.762,136.625,152.185,150.565,93.304,116.977,106.773,74.954,69.691,58.744,38.567,40.926,22.576,25.016,65.292,118.905,147.995,174.942,205.944
7/30/2014,100.942,108.139,113.901,109.239,112.339,117.578,164.272,163.52,82.646,56.682,70.919,71.218,76.046,72.246,78.178,78.477,89.789,104.569,132.321,116.276,150.667,188.112,166.064,206.304
6/4/2014,246.329,224.545,263.284,284.914,269.522,174.517,114.644,52.902,17.429,2.648,2.07,2.742,5.903,7.461,25.016,13.803,7.407,10.633,21.634,62.855,112.8,176.2,139.415,206.486
4/12/2016,389.623,411.118,394.818,392.806,551.509,610.799,620.123,564.893,442.85,367.626,415.167,493.827,521.234,544.006,513.296,501.1,514.294,495.247,437.064,359.794,245.01,215.208,202.531,206.648
12/5/2014,380.053,445.252,531.825,587.623,618.386,610.409,594.058,640.109,631.332,598.476,561.601,507.221,464.771,461.702,434.051,423.72,362.63,291.016,297.108,310.946,286.077,255.982,223.33,206.919
5/23/2015,411.272,350.839,351.201,257.956,206.611,161.702,119.443,60.85,23.661,13.807,9.857,15.027,17.11,31.385,54.341,66.712,84.263,81.823,51.395,31.449,37.933,79.165,145.484,208.098
2/15/2016,605.999,659.439,676.816,701.061,668.979,644.597,628.301,611.721,546.839,558.003,540.655,546.326,540.424,516.626,448.401,429.477,466.06,479.054,497.353,456.34,479.091,438.118,341.485,208.502
5/21/2015,47.188,61.07,48.173,56.977,74.628,89.444,42.497,14.103,25.014,50.017,73.901,79.267,61.599,31.078,8.889,9.365,15.705,36.526,82.423,91.27,179.994,240.821,284.516,208.507
10/29/2014,460.758,406.538,343.386,370.28,293.138,318.881,341.482,393.921,377.307,368.391,412.57,368.166,345.389,367.246,353.648,358.129,351.449,258.078,181.618,156.827,152.069,158.476,218.575,209.52
6/27/2014,52.554,42.098,29.351,30.005,42.154,37.478,38.789,15.735,-0.636,-3.588,-3.474,-2.934,-2.943,-0.556,1.896,4.886,6.793,16.205,24.932,50.343,87.072,140.891,181.671,211.458
4/26/2015,150.862,135.999,143.944,156.567,157.935,146.386,159.053,110.642,57.933,36.621,29.772,69.236,100.9,114.593,132.078,176.846,229.12,273.663,288.35,273.977,256.166,241.997,254.521,211.897
9/12/2014,272.399,349.513,347.904,329.37,394.523,380.285,332.724,290.675,257.911,203.201,126.118,80.571,75.336,75.774,83.056,77.305,56.311,67.837,70.113,93.707,157.604,176.846,196.116,212.001
10/30/2013,302.048,324.229,358.352,389.753,307.539,223.224,188.235,181.784,166.209,100.484,53.879,33.527,17.491,11.192,10.964,2.847,8.236,23.185,33.95,67.959,130.464,183.136,194.772,212.209
10/9/2013,247.685,337.806,395.246,420.295,439.446,438.814,386.713,365.52,334.37,325.488,234.932,160.851,77.495,43.117,43.831,42.602,35.667,51.653,122.408,141.938,166.057,241.652,225.716,212.433
6/20/2015,33.953,25.517,31.69,76.321,138.462,182.843,203.166,223.641,230.868,198.612,199.565,152.961,117.87,94.817,155.305,209.491,255.951,212.256,188.649,234.341,202.788,208.504,209.698,213.351
